Source (A);Source (B);WC;Analytic;Clout;Authentic;Tone;WPS;function;pronoun;ppron;i;we;you_total;you_sing;you_plur;you_formal;other;shehe;they;ipron;article;prep;auxverb;adverb;conj;negate;affect;posemo;negemo;anx;anger;sad
Leroy;Hallihallo! Gut, danke. Und dir? Du bist doch auch schon online . Dito. Könnte ja wer kommen .;16;1,00;99,00;1,00;99,00;2,67;50,00;18,75;12,50;0,00;0,00;12,50;12,50;0,00;0,00;0,00;0,00;0,00;6,25;0,00;0,00;12,50;6,25;18,75;0,00;12,50;12,50;0,00;0,00;0,00;0,00
jonathan;hi! Wie gehts? Ganz gut. Ich bin überrascht das schon jemand online ist. Ja, ich gucke immer wieder kurz rein. Was gibt es bei dir den gleich zum Mittagessen?  Vielleicht was veganes? .;32;2,66;89,17;97,08;99,00;4,57;56,25;28,12;9,38;6,25;0,00;3,12;3,12;0,00;0,00;0,00;0,00;0,00;15,62;6,25;6,25;9,38;9,38;6,25;0,00;9,38;6,25;0,00;0,00;0,00;0,00
