Source (A);Source (B);WC;Analytic;Clout;Authentic;Tone;WPS;function;pronoun;ppron;i;we;you_total;you_sing;you_plur;you_formal;other;shehe;they;ipron;article;prep;auxverb;adverb;conj;negate;affect;posemo;negemo;anx;anger;sad
Aragorn;Nein, ich bin nicht vegan. Ich esse einfach zu gerne Fleisch und kann der Versuchung nicht widerstehen. Ich habe Respekt vor jedem, der das durchzieht. Bist du Veganer? Da kann ich absolut zustimmen. Eine gebrutzelte Thüringer Rostbratwurst oder ein westfälisches Nackensteak können einen gut den Tag versüßen. Ich finde Tofu tatsächlich sehr lecker. Vor allem die gebackene und frittierte Variante ist sehr wohlschmeckend. Oh, das finde ich sehr schade. Vielleicht können wir uns bald mal wieder unterhalten. Es war sehr schön mit dir.;83;5,96;41,21;64,19;99,00;7,55;57,83;19,28;12,05;7,23;2,41;2,41;2,41;0,00;0,00;0,00;0,00;0,00;4,82;10,84;4,82;12,05;8,43;9,64;3,61;8,43;7,23;1,20;0,00;0,00;1,20
phranz;Spannende Einschätzung. Ich würde gerne weniger Fleisch essen und vermehrt auf vegane Produkte zurückgreifen, aber oftmals sind diese geschmacklich nicht so mein Ding. Allerdings sind gibt es sehr gute Burger aus Bohnenproteinen, die mit ihrem rauchigen Aroma sogar besser schmecken, als die meisten Burger aus Fleisch. Ich habe jetzt leider ein firmeninternes Treffen und kann daher nicht weiter mit dir schreiben. Aber es war sehr schön mit dir. Bis dann.;70;3,11;41,13;13,01;99,00;11,67;58,57;12,86;8,57;4,29;0,00;2,86;2,86;0,00;0,00;1,43;1,43;1,43;4,29;4,29;12,86;15,71;10,00;15,71;2,86;11,43;10,00;1,43;0,00;0,00;1,43
