Source (A);Source (B);WC;Analytic;Clout;Authentic;Tone;WPS;function;pronoun;ppron;i;we;you_total;you_sing;you_plur;you_formal;other;shehe;they;ipron;article;prep;auxverb;adverb;conj;negate;affect;posemo;negemo;anx;anger;sad
Gandalf;Was hältst du von dem Verbot der UEFA das Münchner Olympiastadion in Regenbogenfarben anzustrahlen? Die UEFA hat die Aktion verboten, da sie einen politischen Protest gegen das kürzlich in Ungarn verabschiedete Gesetz gegen Homosexuelle darstellt und damit ein politisches Statement wäre. Und andere Lebewesen. Solange man keine anderen Menschen in ihrer Freiheit einschränkt, sollte auch niemand ein Problem haben. Ich finde es schon merkwürdig, dass eine Aktion die eigentlich Menschenrechte unterstützen soll verboten wird, und das mitten in Europa. Wenn wir über die FIFA und Katar sprechen kann man den ganzen Club gar nicht mehr ernst nehmen. Menschenrechte hören da auf, wo es anfängt um Geld zu gehen. Leider. Sehr politisch der Diskurs hier, aber mir ist kein anderes tagesaktuelles Thema eingefallen . Rede mich leider bei solchen Themen schnell in Rage. Die Uhr tickt. Danke für die Unterhaltung. Konnte jetzt mal etwas heiße Luft ablassen. Ich kann so eine Denkweise nicht nachvollziehen, aber das hat wahrscheinlich auch viel mit dem persönlichem Umfeld und der Erziehung zu tun. So reflektiv wie du habe ich das ganze noch nicht gesehen.;178;33,79;46,99;64,68;1,00;11,87;58,43;15,73;5,62;2,81;0,56;1,12;1,12;0,00;0,00;1,12;1,12;1,12;7,30;12,36;9,55;10,11;5,06;15,73;2,81;6,18;1,69;4,49;0,00;1,12;2,25
Leroy;"Etwas pauschal, aber im Kern sehe ich das auch so. Macht ja nix, in mein Weltbild passt auch nicht, wieso mich interessieren und meine Meinung relevanz haben sollte, was Menschen privat miteinander tun, ganz egal wer wie mit wem. So, das waren meine 2cents. Hier gehts eher um soziale Normen und Werte Für den Einen ist eine Verletzung des Menschenrechts und Diskriminierung, für manchen anderen aber noch eine legitime Meinung das nicht zu tolieren und hat nichts mit Menschenrechten zu tun. Kurz Leute die Homosexualität ablehnen und nicht tolerieren oder akzeptieren wollen, sehen sich im Recht und mitnichten als die Bösen. Hier gehts aber nicht um Geld. Die Menschenrechte wurden von Leuten be und geschrieben, die Homosexualität und viele andere Dinge noch für abartig oder für Krankheiten oder gar Verbrechen gehalten haben. Naja, die UEFA kann eh weg, die FIFA auch. Und wenn wir schon dabei sind auch das IOC. Genau mein Humor! Ah OK, die wollen nicht, dass der Fussball für politische Dinge wie Toleranz und Gleichberechtigung als Wink mit dem Zaunpfahl an Ungarn missbraucht wird. Lassen sich dann durch ihr Verbot aber als politische Legitimierung von Diskriminierung und Intelorenz missbrauchen. Da gibts ein Verbot gegen? Und die UEFA bestätigt genau das, indem sie das ganze politisch nennt und damit zu einer Meinungsfrage, womit Intoleranz von Homosexualität eine legitime Meinung ist. Gern, dir auch. ";225;12,64;32,95;59,78;10,51;15,00;60,89;13,33;5,33;2,67;0,44;0,89;0,44;0,44;0,00;0,89;0,89;0,89;5,33;10,67;12,00;11,56;5,78;22,67;3,11;7,56;3,11;3,56;0,89;1,78;0,89
