Source (A);Source (B);WC;Analytic;Clout;Authentic;Tone;WPS;function;pronoun;ppron;i;we;you_total;you_sing;you_plur;you_formal;other;shehe;they;ipron;article;prep;auxverb;adverb;conj;negate;affect;posemo;negemo;anx;anger;sad
maja;Hallo. Also ich war bis gerade in einem Chat. Alles okay bei dir? Auch wärmetechnisch?;15;13,74;98,08;81,96;99,00;3,75;73,33;26,67;20,00;6,67;0,00;6,67;6,67;0,00;0,00;6,67;6,67;0,00;13,33;6,67;20,00;6,67;13,33;13,33;0,00;6,67;6,67;0,00;0,00;0,00;0,00
milkyway;hi. Ich dachte schon mich matcht hier niemand.  Naja, ich wohne in einer Dachgeschoßwohnung. Ist also quasi eine Sauna.;19;39,07;17,66;99,00;17,39;4,75;52,63;26,32;15,79;15,79;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,53;10,53;5,26;5,26;10,53;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
