Source (A);Source (B);WC;Analytic;Clout;Authentic;Tone;WPS;function;pronoun;ppron;i;we;you_total;you_sing;you_plur;you_formal;other;shehe;they;ipron;article;prep;auxverb;adverb;conj;negate;affect;posemo;negemo;anx;anger;sad
Kaesetoast;Hi! Wie war dein Wochenende? Ich war bouldern, das war sehr gut. Wo warst du überall?;16;1,00;98,44;71,12;99,00;4,00;75,00;25,00;18,75;6,25;0,00;12,50;12,50;0,00;0,00;0,00;0,00;0,00;0,00;6,25;0,00;25,00;12,50;18,75;0,00;6,25;6,25;0,00;0,00;0,00;0,00
tmplxz;Hallo? Gut soweit, viel unterwegs gewesen! Und selbst?;8;1,00;97,49;1,76;99,00;2,67;50,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,50;12,50;25,00;0,00;12,50;12,50;0,00;0,00;0,00;0,00
