Source (A);Source (B);WC;Analytic;Clout;Authentic;Tone;WPS;function;pronoun;ppron;i;we;you_total;you_sing;you_plur;you_formal;other;shehe;they;ipron;article;prep;auxverb;adverb;conj;negate;affect;posemo;negemo;anx;anger;sad
Kaesetoast;hallo Tut mir leid, hatte mir noch Essen geholt. Gut und selbst? Kalte Pizzareste.  War gestern Abend doch etwas zu optimistisch, was die Pizzagröße angeht. Pilze mit Zwiebel .  Das passiert immer genau dann, wenn ich auch Pizzabrötchen bestelle. Aber nur Pizzabrötchen ist blöd und Pizza ohne Pizzabrötchen ist ja auch kurios.;51;1,00;14,16;27,50;67,36;7,29;49,02;11,76;5,88;5,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,92;3,92;5,88;11,76;7,84;23,53;1,96;9,80;5,88;3,92;0,00;1,96;1,96
huibuh;Hi . Wie geht es dir? Das hört sich super an. Auch. Was gibt es denn zu essen? Oh ha. das kenn ich aber. Welche Pizza ist es denn genau? Das ist tatsächlich nicht so meins .;35;1,00;80,77;30,36;99,00;3,89;68,57;31,43;8,57;2,86;0,00;2,86;2,86;0,00;0,00;0,00;0,00;0,00;14,29;8,57;5,71;11,43;2,86;25,71;2,86;8,57;8,57;0,00;0,00;0,00;0,00
