Source (A);Source (B);WC;Analytic;Clout;Authentic;Tone;WPS;function;pronoun;ppron;i;we;you_total;you_sing;you_plur;you_formal;other;shehe;they;ipron;article;prep;auxverb;adverb;conj;negate;affect;posemo;negemo;anx;anger;sad
Hermelin;hey. katze oder lieber hund? mäuse halte ich ungern. und ungewollt. die sehen aber fies aus. finde ich aber gut. auf gewisse weise sind die niedlich, ich stimme zu. ich bin ein fan von bienen. asseln sind wieder wie mäuse.;40;90,77;21,65;98,40;99,00;4,44;47,50;10,00;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,50;10,00;7,50;0,00;12,50;0,00;17,50;12,50;5,00;0,00;2,50;0,00
SugarDaddy1977;Ich habe als Kind gerne Tom und Jerry gesehen. Vielleicht eher ne Maus? Ne Pallas-Katze wäre was. Und vor allem recht rundlich. Bei Insekten finde ich Kellerasseln ganz niedlich. Jau, Bienen.;32;19,77;8,60;71,12;99,00;5,33;50,00;12,50;6,25;6,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,25;6,25;9,38;6,25;12,50;9,38;6,25;6,25;6,25;0,00;0,00;0,00;0,00
