Source (A);Source (B);WC;Analytic;Clout;Authentic;Tone;WPS;function;pronoun;ppron;i;we;you_total;you_sing;you_plur;you_formal;other;shehe;they;ipron;article;prep;auxverb;adverb;conj;negate;affect;posemo;negemo;anx;anger;sad
Kaesetoast;Hallo! Ja, aber weniger Mühe ist besser als gar keine Mühe.  Ich fänd es ja super, wenn solche Online Angebote zum Teil bestehen bleiben. An manchen Tagen ist das einfach eine so gute Alternative. Das klingt wirklich gut! Das werde ich mal auschecken . Dankeschön! Das klingt richtig gut! Ist das teuer? Nein, kenne ich nicht. Wo oder was ist das? Sofern man sonst nicht hingehen könnte. Yoga ist auch super! Bin im Moment am überlegen, in welchem Sport Etablissement ich wieder ein wenig mehr Sport nachgehen könnte. Und da muss definitiv auch ein Yoga Kurs angeboten werden. Stimmt, aber ich mag es nicht, immer das Gleiche zu machen. Ich mag das, wenn man mehrere Sachen hat. Dann freut man sich auch mehr auf die einzelnen Sachen. Ich suche nach einer Art Studio, genau. Aber vielleicht mit irgendeinem Fitness Teil dabei, um auch Gerätetraining machen zu können oder ein breiteres Kurs Angebot. Dann kann man ab und zu auch noch andere Sachen ausprobieren. Dankeschön für das Gespräch! War nett mit dir.  Ich gehe im Moment gerne bouldern, ich liebe es zu kochen, spiele Xylophon in einem kleinen Orchester und mittlerweile genieße ich wieder geöffnete Cocktailbars. Was machst du gerade spannendes? Ich auch... Ist ja schon ein bisschen langweilig. Und du?;209;11,10;24,52;85,17;99,00;7,46;55,50;19,14;7,66;5,26;0,00;1,44;1,44;0,00;0,00;0,48;0,48;0,00;7,66;8,61;10,05;10,05;3,35;18,18;2,39;11,00;9,57;1,44;0,00;0,00;0,00
huibuh;Hi. Ich mag die tatsächlich nicht so gerne, weil ich  mir zuhause immer deutlich weniger Mühe gebe. Ein weiteres Plus ist, dass man das in ganz Deutschland nutzen kann, also nicht nur in der eigenen Stadt. Gerne . Während Corona haben die auch online Kurse angeboten, da habe ich aber nicht teilgenommen. Wow! das hört sich ja total exotisch an. Ein bisschen was von allem ist dabei. Ich bin da eher langweilig und gehe ganz gerne mal zum Yoga. Das ist eine Platform bei der sich verschiedene Studios eingetragen haben und über ein Abo kann man dann alle eingetragenen Studios nutzen. Haha. Ja das stimmt . Ich habe letztes Jahr Urban Sports Club genutzt, kennst du das? Was machst du denn gerne in deiner Freizeit? Also suchst du noch nach einem Studio oder einer Gruppe oder ähnlichem? Bouldern ist ja echt ganz etwas anderes als Yoga. Ich arbeite gerade. Und du? Es gibt also Yoga, Kletterhallen, Fitnessstudios, Tanz und alles mögliche, wo man dann hingehen kann und man zahlt nur einmal im Monat.;171;5,11;47,94;90,97;99,00;9,00;60,23;19,30;8,77;4,09;0,00;2,92;2,92;0,00;0,00;0,58;0,58;0,00;8,19;8,77;8,77;9,36;8,77;16,37;1,75;7,02;5,85;1,17;0,00;0,00;0,00
