Source (A);Source (B);WC;Analytic;Clout;Authentic;Tone;WPS;function;pronoun;ppron;i;we;you_total;you_sing;you_plur;you_formal;other;shehe;they;ipron;article;prep;auxverb;adverb;conj;negate;affect;posemo;negemo;anx;anger;sad
Hermelin;Ich bin kein Veganer. wieso nicht? ich finde ja dass vegane ernährung ist eine gefahr für die gesundheit. jetzt habe ich hunger. fast food.;24;1,98;1,46;71,12;17,39;4,80;58,33;16,67;12,50;12,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,17;8,33;4,17;16,67;8,33;4,17;8,33;0,00;0,00;0,00;0,00;0,00;0,00
Leroy;Ich auch nicht. Nö, das denke ich nicht. Ich mag aber vegetarische und fleischliche Produkte. Worauf?;16;1,00;1,00;99,00;99,00;4,00;62,50;25,00;18,75;18,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,25;0,00;12,50;0,00;25,00;18,75;6,25;6,25;0,00;0,00;0,00;0,00
